ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
TKM,Turkmenistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,855.90","8,726.75","9,824.93","9,899.53","10,591.66","7,575.88","6,823.71","7,248.37","7,064.88","7,899.96","7,673.60","8,843.87","9,939.11","10,880.20","11,943.24","13,139.02","14,482.33",2004
TKM,Turkmenistan,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
TUV,Tuvalu,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,226.55","3,424.97","3,241.60","3,374.01","3,416.94","3,722.89","3,884.43","4,103.84","4,152.51","4,710.27","4,739.16","4,840.27","4,990.86","5,162.67","5,349.28","5,533.27","5,716.86",2017
TUV,Tuvalu,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,133.04","3,777.34","3,609.11","3,615.37","3,583.65","3,396.69","3,798.27","4,255.25","4,507.67","5,052.11","5,105.93","6,004.10","6,455.94","6,965.41","7,468.56","7,982.84","8,497.59",2017
TUV,Tuvalu,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
UGA,Uganda,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,102.27","2,190.74","2,172.22","2,192.98","2,253.88","2,364.55","2,299.43","2,383.19","2,442.42","2,564.78","2,456.88","2,497.51","2,549.52","2,639.42","2,733.12","2,849.15","2,955.03",2016
UGA,Uganda,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",808.713,872.039,950.56,964.833,960.698,773.276,809.568,833.42,881.5,954.253,925.264,"1,018.44","1,074.68","1,097.51","1,170.95","1,282.49","1,402.67",2016
UGA,Uganda,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","11,839.78","12,526.09","12,576.49","12,611.95","12,467.83","11,292.09","11,612.98","11,942.82","12,428.08","12,902.80","12,447.07","12,944.92","13,469.47","13,982.88","14,571.82","15,215.05","15,887.08",2020
UKR,Ukraine,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,982.81","3,589.63","3,872.53","3,968.85","3,053.61","2,124.33","2,200.00","2,655.66","3,118.27","3,690.07","3,741.06","4,384.24","4,958.31","5,439.55","5,957.96","6,553.72","7,185.05",2020
UKR,Ukraine,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","56,822.02","59,819.31","61,531.36","63,633.82","65,323.13","67,582.15","68,259.56","68,504.47","68,856.67","70,179.96","67,445.47","67,941.76","68,971.05","70,017.85","71,136.65","72,348.86","73,642.85",2020
ARE,United Arab Emirates,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","35,065.94","41,775.70","43,932.90","45,040.07","45,817.07","40,064.45","39,144.67","41,443.89","45,075.57","43,900.15","38,661.18","43,537.69","44,752.86","45,670.15","46,748.56","48,008.21","49,445.50",2020
ARE,United Arab Emirates,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","42,245.61","42,429.61","42,752.76","43,414.13","44,317.53","45,007.35","45,407.35","45,923.36","46,221.43","46,630.99","41,861.41","44,559.25","46,535.37","47,232.54","47,814.81","48,368.70","48,933.29",2019
GBR,United Kingdom,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","39,579.62","42,044.62","42,453.47","43,444.63","47,480.80","45,053.49","41,177.83","40,349.87","43,063.74","42,416.60","40,394.13","46,200.26","50,879.45","52,730.91","55,160.08","57,857.40","60,613.93",2019
GBR,United Kingdom,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-2.033,-2.021,-2.076,-1.572,-0.514,0.046,0.029,0.207,0.036,0.106,-4.283,-2.13,-0.384,-0.064,0.01,-0.013,0.042,2020
USA,United States,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","54,437.45","54,890.03","55,744.77","56,382.99","57,258.64","58,385.72","58,937.87","59,885.71","61,305.19","62,417.55","60,068.85","63,485.57","66,549.33","67,748.27","68,648.39","69,560.46","70,484.65",2020
USA,United States,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","48,586.29","50,008.11","51,736.74","53,245.52","55,083.51","56,729.68","57,839.99","59,885.71","62,769.66","65,051.88","63,358.49","69,375.38","74,725.00","77,881.31","80,714.78","83,563.82","86,428.68",2020
USA,United States,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-6.514,-6.575,-5.699,-5.052,-3.971,-2.544,-2.15,-1.317,0.009,0.655,-3.317,0.558,3.301,3.014,2.288,1.631,1.078,2020
URY,Uruguay,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","19,081.13","19,972.45","20,595.64","21,465.01","22,073.38","22,069.82","22,357.80","22,637.31","22,662.60","22,660.77","21,258.48","21,842.56","22,466.13","22,997.45","23,497.63","23,939.11","24,392.87",2015
URY,Uruguay,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","12,883.88","15,267.78","16,253.47","18,167.34","18,003.21","16,692.65","16,446.23","18,388.31","18,472.86","17,601.27","16,023.35","16,965.08","17,930.51","18,466.47","19,170.47","19,954.91","20,711.26",2015
URY,Uruguay,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
UZB,Uzbekistan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,053.21","5,224.15","5,513.41","5,829.29","6,127.97","6,458.15","6,721.48","6,897.81","7,147.86","7,419.93","7,403.47","7,734.53","8,021.93","8,328.60","8,646.43","8,978.98","9,326.89",2020
UZB,Uzbekistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,777.49","2,067.52","2,284.53","2,440.26","2,651.38","2,761.29","2,712.81","1,899.66","1,611.23","1,801.43","1,767.49","1,901.49","2,078.94","2,277.04","2,501.74","2,740.84","3,002.19",2020
UZB,Uzbekistan,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
VUT,Vanuatu,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,640.90","2,662.52","2,628.95","2,581.89","2,602.74","2,553.68","2,635.52","2,738.97","2,755.05","2,768.99","2,521.36","2,493.77","2,508.73","2,551.26","2,584.10","2,593.98","2,603.16",2018
VUT,Vanuatu,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,719.25","3,007.56","2,934.85","2,940.19","2,947.95","2,771.66","2,844.13","3,158.84","3,256.32","3,147.05","3,090.47","3,235.21","3,355.57","3,486.33","3,607.64","3,699.82","3,793.28",2018
VUT,Vanuatu,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","18,702.90","19,201.51","19,990.75","19,973.02","18,928.27","17,510.85","14,482.67","12,321.89","10,431.45","7,045.25","4,908.07","4,724.29","4,696.45",n/a,n/a,n/a,n/a,2010
VEN,Venezuela,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","11,158.18","12,180.03","11,993.39","8,695.04","6,747.67","10,568.10","9,092.02","4,725.05","3,404.43","2,299.31","1,690.66","1,627.35","1,617.76",n/a,n/a,n/a,n/a,2010
VEN,Venezuela,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","6,284.51","6,695.71","6,988.79","7,298.83","7,684.58","8,133.27","8,585.48","9,085.61","9,637.22","10,131.71","10,331.66","10,622.41","11,223.53","11,881.21","12,603.25","13,394.94","14,216.55",2019
VNM,Vietnam,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,628.01","1,949.83","2,197.62","2,369.97","2,566.85","2,581.91","2,720.17","2,957.90","3,201.69","3,398.21","3,522.51","3,742.86","4,187.47","4,605.45","5,081.41","5,601.40","6,148.54",2019
VNM,Vietnam,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
WBG,West Bank and Gaza,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,091.93","5,443.69","5,636.70","5,763.35","5,622.60","5,701.39","6,070.65","6,025.01","5,947.34","5,879.79","5,079.08","5,181.36","5,366.08","5,459.62","5,466.32","5,456.59","5,449.54",2020
WBG,West Bank and Gaza,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,406.26","2,711.92","2,888.60","3,122.99","3,158.60","3,084.13","3,325.85","3,407.31","3,353.23","3,442.75","3,050.55","3,320.85","3,514.22","3,648.08","3,720.81","3,778.58","3,833.63",2020
WBG,West Bank and Gaza,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
YEM,Yemen,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,297.21","3,641.58","3,620.12","3,684.21","3,570.15","2,495.83","2,195.96","2,025.84","1,985.49","1,960.36","1,748.27","1,671.52","1,648.66","1,724.41","1,796.96","1,865.60","1,927.73",2019
YEM,Yemen,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,266.79","1,302.30","1,367.72","1,515.95","1,574.25","1,500.67","1,075.03",895.427,701.126,691.587,580.221,585.003,587.408,612.947,637.373,666.75,689.637,2019
YEM,Yemen,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
ZMB,Zambia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,055.69","3,129.70","3,266.60","3,328.48","3,379.56","3,372.89","3,394.54","3,407.31","3,438.08","3,383.31","3,183.66","3,120.78","3,064.06","3,014.43","2,969.13","2,924.93","2,881.74",2019
ZMB,Zambia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,456.05","1,635.17","1,724.63","1,839.33","1,726.65","1,310.46","1,254.12","1,500.96","1,480.42","1,272.24","1,023.16","1,115.27","1,195.78","1,186.79","1,187.48","1,212.44","1,243.12",2019
ZMB,Zambia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
ZWE,Zimbabwe,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,866.46","2,111.01","2,349.18","2,329.84","2,325.10","2,327.68","2,303.06","2,382.49","2,462.73","2,270.53","2,137.44","2,203.21","2,224.50","2,241.91","2,265.35","2,291.70","2,319.46",2017
ZWE,Zimbabwe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",975.851,"1,131.84","1,310.37","1,421.55","1,415.03","1,425.01","1,444.26","1,526.71","1,606.11","1,314.09","1,443.42","1,664.76","1,757.99","1,731.92","1,728.27","1,769.63","1,846.61",2017
ZWE,Zimbabwe,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"International Monetary Fund, World Economic Outlook Database, October 2021",,,,,,,,,,,,,,,,,,,,,,,
